title,author,author code,year,figures,description,genre,magazine
Hanácké divadlo v Praze,"Königsmark, Václav",jk01061541,1979,"Nezval, Vítězslav;Kovalčuk, Josef;Goldflam, Arnošt;Vála, Svatopluk",divadelní adaptace;divadelní inscenace;divadelní avantgarda,referáty,Dialog [samizdat]
Klubová tvorba 78 :,"Just, Vladimír",jk01052273,1979,"Staněk, Stanislav;Půta, Pavel;Götz, Zd.;Goldflam, Arnošt;Zatloukal, Pavel F.;Bošek, Pavel",divadelní festivaly a přehlídky;divadla malých forem;písničkáři;divadlo jednoho herce,referáty,Dialog [samizdat]
"Kritické glosy ke Glosám ke kritice, kterou snad napíše někdo jiný :","Just, Vladimír",jk01052273,1979,"Schmid, Jan",divadelní inscenace;české drama,polemiky,Dialog [samizdat]
Hubert Krejčí,"Königsmark, Václav",jk01061541,1979,"Krejčí, Hubert",divadelní režiséři;autorské divadlo,medailony;česká dramata,Dialog [samizdat]
[Hry],"Krejčí, Hubert",xx0011339,1979,,,česká dramata,Dialog [samizdat]
Znakovost v českém divadle,"Grebeníčková, Růžena",jk01032606,1979,"Krejča, Otomar;Burian, Emil František",metafora;divadelní režie;divadelní teorie;strukturalismus;divadelní sémiotika;divadelní prostor;Gesamtkunstwerk;umělecká syntéza,eseje,Dialog [samizdat]
Dramatický text,"Grebeníčková, Růžena",jk01032606,1979,"Krejča, Otomar",divadelní sémiotika;syntagmatika;pragmatika;funkce jazyka;dramatický text,eseje,Dialog [samizdat]
"Stanislaw Wyspianski, Veselka","Königsmark, Václav",jk01061541,1979,"Wyspiański, Stanisław;Hanuszkiewicz, Adam",divadelní inscenace;polské drama,referáty,Dialog [samizdat]
"Alexander Fredro, Muž a žena","Someš, Jaroslav",xx0036344,1979,"Fredro, Aleksander;Hanuszkiewicz, Adam",divadelní inscenace;polské drama;klasické divadlo,referáty,Dialog [samizdat]
Vzkaz pro pana Mathesia :,"Kolínová, Blanka",js20081027001,1984,,,česká poezie,Acta incognitorum [samizdat]
Hodnocení vánočních Act,"Kučerová, Libuše",,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Lednové hodnocení prosince,"Cieslar, Jiří",jn20000400416,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
V příliš mírné zimě,"Seman, Václav",av20201067999,1984,"Scherhaufer, Peter;Komenský, Jan Amos;Kundera, Ludvík",divadelní inscenace;divadelní adaptace;diskuse;polemiky;recenze;samizdatové časopisy;učené společnosti,zprávy,Acta incognitorum [samizdat]
Fejeton J. Wolfa :,"Wolf, Jiří",jn20000728824,1981,"Lennon, John",zpěváci;výročí;vraždy;policejní šikana,fejetony,Informace o Chartě 77 [samizdat]
Texty projevů představitelů SIE na výročním salonu,"Pavlovský, Petr",skuk0001560,1984,"Brabec, Jiří;Gruša, Jiří;Kabeš, Petr;Lopatka, Jan",učené společnosti;samizdatové časopisy;samizdat;slovníky;ceny a vyznamenání;významné dny,projevy,Acta incognitorum [samizdat]
"Vzpomínka na tebe, Jane :","Richard, F. H.",jo2009259930,1981,"Palach, Jan",,česká poezie,Informace o Chartě 77 [samizdat]
Malý dokument k jazykové situaci na evropském subkontinentu :,,,1984,,,české povídky,Acta incognitorum [samizdat]
Kdo chytá v cizím žitě,"Lukeš, Jan",jk01072622,1984,"Malatincová, Oldřiška;Salinger, J. D.;Němec, Ludvík;Pellarová, Luba;Pellar, Rudolf",český román;česká próza;americký román,recenze,Acta incognitorum [samizdat]
Snoopy,"Křížek, Leonid",jn99240000595,1984,"Schulz, Charles Monroe",komiks,články;komiksy,Acta incognitorum [samizdat]
Sdělení VONS č. 285 :,,,1982,"Litomiský, Jan",soudní procesy;kultura a ideologie;potvrzení trestu;nezákonné jednání,zprávy,Informace o Chartě 77 [samizdat]
Sdělení VONS č. 288 :,,,1982,"Duka, Dominik",katoličtí kněží;soudní procesy;samizdatová literatura;náboženství a politika,zprávy,Informace o Chartě 77 [samizdat]
Případ filosofa J. Derridy v širších souvislostech,"Hejdánek, Ladislav",jk01040550,1982,"Tomin, Julius;Derrida, Jacques",výjimečný stav;filozofie a politika;politická perzekuce;bytové semináře,články,Informace o Chartě 77 [samizdat]
Dopis Jiřiny Šiklové Heroldové z vězení,"Šiklová, Jiřina",jk01122892,1982,"Fangen, Ronald",političtí vězni;literatura;vzdělávání dospělých;morálka a společnost,dopisy,Informace o Chartě 77 [samizdat]
Český orloj :,"Hutka, Jaroslav",jk01043349,1982,,,fejetony,Informace o Chartě 77 [samizdat]
S Pavlem Landovským o všem možném,"Landovský, Pavel",jk01071483,1982,,politická emigrace;čeští dramatici;herci;kultura a politika,rozhovory,Informace o Chartě 77 [samizdat]
Režisér kontra dramatik aneb usvědčený Anouilh,"Šormová, Eva",jk01130759,1979,"Anouilh, Jean",divadelní inscenace,referáty,Dialog [samizdat]
"G. Kaltofen - H. Pfeiffer, Básníkova poslední láska","Šormová, Eva",jk01130759,1979,"Kaltofen, Günter;Pfeiffer, Hans;Kříž, Karel",divadelní inscenace;německé drama,referáty,Dialog [samizdat]
Dopis Jiřího Hájka generálnímu prokurátorovi.,"Hájek, Jiří",jk01033052,1982,"Feješ, Ján",samizdat;ideologie;nezákonné jednání,dopisy,Informace o Chartě 77 [samizdat]
Vratislavský festival,"Oslzlý, Petr",jk01091285,1979,"Litwiniec, Bogusław",divadelní festivaly a přehlídky;karnevaly,reportáže,Dialog [samizdat]
"Fráňa Šrámek, Stříbrný vítr","Bartoňková, Olga",hka2015889721,1979,"Šrámek, Fráňa",divadelní inscenace;divadelní adaptace,anotace,Dialog [samizdat]
"František Brüstl, Bramborový den aneb Objevení Ameriky","Bartoňková, Olga",hka2015889721,1979,"Brüstl, František;Pospíšil, Zdeněk",divadlo pro děti;divadelní inscenace,referáty,Dialog [samizdat]
Poněkud příliš otevřeno,"Kovalčuk, Josef",jk01062413,1979,,divadelní festivaly a přehlídky;divadelní diváci;scénografie;divadelní dramaturgie;otevřené divadlo,úvahy,Dialog [samizdat]
Divadlo Na okraji v kruhu?,"Just, Vladimír",jk01052273,1979,"Potužil, Zdenek;Šotola, Jiří",divadelní soubory;divadelní inscenace;loutkové divadlo,referáty,Dialog [samizdat]
Události za okem aneb Únava z demokracie,"Cieslar, Jiří",jn20000400416,1984,,,české prózy,Acta incognitorum [samizdat]
Hodnocení lednových Act,"Štampach, Odilo Ivan",jn19990218116,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Mezinárodní setkání otevřeného divadla ve Wroclawi a na zámku Olešnica 21. září - 8. října 1978 :,"Vangeli, Nina",jk01141548,1979,"Rumbelov, Steven;Litwiniec, Bogusław",divadelní festivaly a přehlídky;pouliční divadlo;divadelní inscenace,studie,Dialog [samizdat]
"Anton Pavlovič Čechov, Ivanov","Bartoňková, Olga",hka2015889721,1979,"Čechov, Anton Pavlovič;Kaloč, Zdeněk",divadelní inscenace;ruské drama,referáty,Dialog [samizdat]
"""Prenoetické"" stadium","Brodský, Petr",av20191038199,1984,,teorie umění;literární teorie,úvahy,Acta incognitorum [samizdat]
"Grigorij Gorin, Pravda barona Prášila","Stehlíková, Eva",jk01121024,1979,,divadelní inscenace,referáty,Dialog [samizdat]
Umění jako zbytečný pojem,"Pavlovský, Petr",skuk0001560,1984,"Fischer, Jan Otokar",realismus (literatura);umění;literární teorie;socialistický realismus (umění),polemiky,Acta incognitorum [samizdat]
Estonská absurdita na Kladně,"Šormová, Eva",jk01130759,1979,"Vetemaa, Enn;Špirk, Pavel",divadelní inscenace,referáty,Dialog [samizdat]
"Menandros, Morous","Stehlíková, Eva",jk01121024,1979,Menandros,divadelní inscenace;antické divadlo;antické komedie,referáty,Dialog [samizdat]
"Grigorij Gorin, Thyl Ulenspiegel","Königsmark, Václav",jk01061541,1979,"Gorin, Grigorij Izrailevič;Brynda, Karel",divadelní inscenace,referáty,Dialog [samizdat]
Odpověď na kritické glosy šifry -vj-,"Someš, Jaroslav",xx0036344,1979,"Just, Vladimír;Schmid, Jan",divadelní inscenace;divadelní kritika,polemiky,Dialog [samizdat]
Proustův dotazník,"Frídová, Eva",av20221148369,1984,"Proust, Marcel",francouzští spisovatelé;dotazníky,poznámky;dotazníky,Acta incognitorum [samizdat]
Tak třeba comics,"Pavlovský, Petr",skuk0001560,1984,,komiks;populární literatura;kreslené seriály;seriálové publikace,úvahy,Acta incognitorum [samizdat]
[Mladost radost],,,1984,"Plicka, Karel;Volf, František;Svolinský, Karel",,česká poezie,Acta incognitorum [samizdat]
O pokojné mysli (Umění být šťasten) :,"Bach, Johann Sebastian",jn19990000367,1984,"Renč, Václav;Bach, Johann Michael",,německá poezie;kantáty;glosy,Acta incognitorum [samizdat]
Obláčky v trysku tisíciletí,"Pavlovský, Petr",skuk0001560,1984,,komiks;komiksové bubliny;náboženská literatura,články,Acta incognitorum [samizdat]
[Snoopy II],"Schulz, Charles Monroe",jo20010088946,1984,,,komiksy;úryvky,Acta incognitorum [samizdat]
Pohyb ve stojatých vodách pražské divadelní kultury?,"Königsmark, Václav",jk01061541,1979,"Fischerová, Daniela;Daněk, Oldřich",divadelní soubory;divadelní inscenace;pražská divadla,referáty,Dialog [samizdat]
Soudní pře Františka Villona,"Stehlíková, Eva",jk01121024,1979,"Fischerová, Daniela;Villon, François",divadelní inscenace,referáty,Dialog [samizdat]
Luděk Munzar jako Arturo Ui :,"Šormová, Eva",jk01130759,1979,"Munzar, Luděk;Brecht, Bertolt;Pleskot, Jaromír",divadelní inscenace,referáty,Dialog [samizdat]
"Jiří Voskovec + Jan Werich + Jaroslav Ježek, Golem","Königsmark, Václav",jk01061541,1979,"Molavcová, Jitka;Suchý, Jiří;Voskovec, Jiří;Werich, Jan",muzikály;divadelní inscenace,referáty,Dialog [samizdat]
Nemístně nasládlá Chuť medu (Shelagh Delaneyová),"Šormová, Eva",jk01130759,1979,"Delaney, Shelagh;Pilc, Luděk",divadelní inscenace;britské drama,referáty,Dialog [samizdat]
"Philip Massinger, Nový způsob, jak splácet staré dluhy","Someš, Jaroslav",xx0036344,1979,"Massinger, Philip;Miška, František",britské drama;divadelní inscenace,referáty,Dialog [samizdat]
"Lanford Wilson, Stavitelé mohyl","Someš, Jaroslav",xx0036344,1979,"Wilson, Lanford",americké drama;divadelní inscenace,referáty,Dialog [samizdat]
"Peter Hacks, Adam a Eva","Šormová, Eva",jk01130759,1979,"Pleskot, Jaromír;Hacks, Peter",divadelní inscenace;německé drama,referáty,Dialog [samizdat]
"Jean Anouilh, Pozvání na zámek","Someš, Jaroslav",xx0036344,1979,"Anouilh, Jean",divadelní inscenace;francouzské drama;komedie,anotace,Dialog [samizdat]
"Anton Pavlovič Čechov, Tři sestry","Someš, Jaroslav",xx0036344,1979,"Čechov, Anton Pavlovič;Dalík, Jiří",divadelní inscenace;ruské drama,referáty,Dialog [samizdat]
"Charles Gounod, Faust a Markétka","Königsmark, Václav",jk01061541,1979,"Gounod, Charles;Jernek, Karel",opery;francouzské opery,referáty,Dialog [samizdat]
Anketa 1979,"Bartoňková, Olga",hka2015889721,1979,,české drama;divadla;herci;oblastní divadla;generační divadlo,ankety,Dialog [samizdat]
"Věra Eliášková, ...a ten měl tři dcery","Königsmark, Václav",jk01061541,1979,"Eliášková, Věra;Shakespeare, William",divadelní inscenace;české drama,referáty,Dialog [samizdat]
"William Shakespeare, Troilus a Kressida","Stehlíková, Eva",jk01121024,1979,"Shakespeare, William;Koenigsmark, Alex;Rajmont, Ivan",divadelní inscenace;britské drama,referáty,Dialog [samizdat]
"Alois Jirásek, Lucerna","Someš, Jaroslav",xx0036344,1979,"Jirásek, Alois;Vobruba, Milan;Pešek, Ladislav",divadelní inscenace;české drama,referáty,Dialog [samizdat]
Schormovo ztékání Dostojevského,"Šormová, Eva",jk01130759,1979,"Dostojevskij, Fedor Michajlovič;Schorm, Evald",divadelní adaptace;divadelní inscenace,referáty,Dialog [samizdat]
Dodatek k soudní při Františka Villona a pohybu ve stojatých vodách pražské divadelní kultury,"Šormová, Eva",jk01130759,1979,"Fischerová, Daniela;Villon, François",divadelní inscenace;české drama;české dramatičky,referáty;polemiky,Dialog [samizdat]
"Edgar Dutka, Autobus do Wollongongu","Königsmark, Václav",jk01061541,1979,"Dutka, Edgar",divadelní inscenace;české drama,referáty,Dialog [samizdat]
Alžbětinské divadlo - Shakespearovi předchůdci,"Someš, Jaroslav",xx0036344,1979,"Lukeš, Milan",alžbětinské divadlo;divadelní věda;britské drama,recenze,Dialog [samizdat]
Měnivá tvář teatrologie :,"Just, Vladimír",jk01052273,1979,"Černý, František",divadelní věda;divadelní historiografie;herci,recenze,Dialog [samizdat]
Žena ze Samu,Menandros,jn19990210420,1979,,,řecká dramata,Dialog [samizdat]
Konečně divadlo (Naši furianti),"Šormová, Eva",jk01130759,1979,"Macháček, Miroslav;Stroupežnický, Ladislav",divadelní inscenace,referáty,Dialog [samizdat]
Povede-li se divadlo,"Just, Vladimír",jk01052273,1979,"Macháček, Miroslav;Stroupežnický, Ladislav",divadelní inscenace,referáty,Dialog [samizdat]
"L. Stroupežnický, Naši furianti","Pömerl, Jan",kup19950000078385,1979,"Macháček, Miroslav;Stroupežnický, Ladislav",divadelní inscenace,referáty,Dialog [samizdat]
Naši furianti '79,"Königsmark, Václav",jk01061541,1979,"Macháček, Miroslav;Stroupežnický, Ladislav",divadelní inscenace,referáty,Dialog [samizdat]
[Podklady naší národní klasiky...],"Bartoňková, Olga",hka2015889721,1979,"Macháček, Miroslav;Stroupežnický, Ladislav",divadelní inscenace,referáty,Dialog [samizdat]
"Robert Patrick, Kennedyho děti","Someš, Jaroslav",xx0036344,1979,"Patrick, Robert;Hilský, Martin;Engelová, Lída",divadelní inscenace;americké drama,referáty,Dialog [samizdat]
Dějiny jako inspirace,"Just, Vladimír",jk01052273,1979,,divadelní věda;divadelní historiografie;české drama,recenze,Dialog [samizdat]
Hodnocení lednových Act s měsíčním zpožděním,"Frídová, Eva",av20221148369,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Hodnocení únorových Act,joh,,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Nohama ne! :,"Kolínová, Blanka",js20081027001,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
"Několik poznámek k ""antisemitismu klerikálního tisku""","Štampach, Odilo Ivan",jn19990218116,1984,"Hozák, Jan;Hilsner, Leopold",náboženství a společnost;masmédia a náboženství;katolický tisk;Židé a křesťané;publicistika;novinové články;hilsneriáda (1899 : Česko);nacionalismus,polemiky,Acta incognitorum [samizdat]
Oč mi šlo,"Brodský, Petr",av20191038199,1984,"Pavlovský, Petr",kýč;umění,polemiky,Acta incognitorum [samizdat]
Recenze a odbornost,"Pavlovský, Petr",skuk0001560,1984,,umělecká kritika;zobrazení (umění);recenze,glosy,Acta incognitorum [samizdat]
Doplněk :,"Pavlovský, Petr",skuk0001560,1984,,publicistika;evaluace;trest;samizdatové časopisy;učené společnosti,stanovy,Acta incognitorum [samizdat]
Já mám tramway novou :,"Šváb-Malostranský, Josef",jk01131780,1984,,,česká poezie,Acta incognitorum [samizdat]
[Básně],"Frynta, Emanuel",jk01032090,1984,"Vyskočil, Ivan",,česká poezie,Acta incognitorum [samizdat]
Bída a naděje české dramatiky :,"Šormová, Eva",jk01130759,1980,"Šotola, Jiří;Fischerová, Daniela;Horníček, Miroslav;Dutka, Edgar;Lošťák, Radoslav",čeští dramatici;divadelní inscenace,úvahy,Dialog [samizdat]
Když dva dělají totéž... :,"Šormová, Eva",jk01130759,1980,"Langer, František",divadelní inscenace,referáty,Dialog [samizdat]
"Blanka Jirásková, Domov v havárii","Königsmark, Václav",jk01061541,1980,"Jirásková, Blanka",divadelní inscenace;české drama,referáty,Dialog [samizdat]
"Paul Claudel, Výměna","Someš, Jaroslav",xx0036344,1980,"Claudel, Paul",divadelní inscenace;francouzské drama,referáty,Dialog [samizdat]
William by se divil aneb Romeo a Julie o ničem,"Šormová, Eva",jk01130759,1980,"Shakespeare, William;Walló, Olga",divadelní inscenace;anglické drama,referáty,Dialog [samizdat]
Rváč,"Bartoňková, Olga",hka2015889721,1980,"Turgenev, Ivan Sergejevič;Máša, Antonín;Kačer, Jan",divadelní inscenace;české drama,referáty,Dialog [samizdat]
Pražský Rváč,"Königsmark, Václav",jk01061541,1980,"Turgenev, Ivan Sergejevič;Máša, Antonín;Kačer, Jan",divadelní inscenace;české drama,referáty,Dialog [samizdat]
Kačerův Rváč,"Šormová, Eva",jk01130759,1980,"Turgenev, Ivan Sergejevič;Máša, Antonín;Kačer, Jan",divadelní inscenace;české drama,referáty,Dialog [samizdat]
"Bertold Brecht, Kavkazský křídový kruh","Someš, Jaroslav",xx0036344,1980,"Brecht, Bertolt;Beránek, Václav",divadelní inscenace;německé drama,referáty,Dialog [samizdat]
"F. Marceau, Vajíčko","Šormová, Eva",jk01130759,1980,"Marceau, Félicien;Horanský, Miloš",divadelní inscenace;francouzské drama,zprávy,Dialog [samizdat]
Dokumenty k Societas incognitorum eruditorum L,"Pavlovský, Petr",skuk0001560,1984,"Ziegelbauer, Magnoald",historiografie;učenci;historici;učené společnosti,medailony;komentáře,Acta incognitorum [samizdat]
Snoopy III,"Schulz, Charles Monroe",jo20010088946,1984,,,komiksy;úryvky,Acta incognitorum [samizdat]
Život Eduarda II. Anglického,"Someš, Jaroslav",xx0036344,1980,"Marlowe, Christopher;Shakespeare, William;Beránek, Václav",divadelní inscenace;anglické drama,referáty,Dialog [samizdat]
Dopis svazům spisovatelů :,"Marvanová, Anna",ola2012710481,1982,"Aškenazy, Ludvík;Zvěřina, Josef",cenzura;kultura a ideologie;čeští spisovatelé;političtí vězni,dopisy,Informace o Chartě 77 [samizdat]
Výboru Jana Palacha,"Marvanová, Anna",ola2012710481,1982,"Havel, Václav;Palach, Jan",čeští spisovatelé;ceny a vyznamenání;lidská práva;morálka a společnost,dopisy,Informace o Chartě 77 [samizdat]
O Králi Learovi jinak,"Šormová, Eva",jk01130759,1980,"Kaloč, Zdeněk;Shakespeare, William",divadelní inscenace;anglické drama,referáty,Dialog [samizdat]
"Jordan Radičkov, Lazařina","Königsmark, Václav",jk01061541,1980,"Radičkov, Jordan Dimitrov;Pospíšil, Zdeněk",divadelní inscenace;bulharské drama,referáty,Dialog [samizdat]
Sdělení č. 289 :,,,1982,"Soukup, Karel",písničkáři;kultura a ideologie;soudní procesy;policejní šikana,zprávy,Informace o Chartě 77 [samizdat]
"Karel a Josef Čapek, Lásky hra osudná.","Someš, Jaroslav",xx0036344,1980,"Čapek, Karel;Čapek, Josef;Kališová, Jana",divadelní inscenace;české drama;komedie;absolventské práce,referáty,Dialog [samizdat]
Sdělení č. 292 :,,,1982,"Lízna, František",samizdat;političtí vězni;soudní procesy;katoličtí kněží,zprávy,Informace o Chartě 77 [samizdat]
Přísně utajené hostování :,"Königsmark, Václav",jk01061541,1980,"Grillparzer, Franz;Handke, Peter",divadelní inscenace;divadelní adaptace;rakouské drama,zprávy;referáty,Dialog [samizdat]
Sapphó,"Bartoňková, Olga",hka2015889721,1980,"Grillparzer, Franz;Bißmeier, Joachim",divadelní inscenace;rakouské drama,poznámky,Dialog [samizdat]
Dílna 1980,"Just, Vladimír",jk01052273,1980,"Hrabal, Bohumil;Nezval, Vítězslav;Hašek, Jaroslav",divadelní festivaly a přehlídky;divadelní adaptace,zprávy,Dialog [samizdat]
Sdělení č. 294 :,,,1982,"Duka, Dominik",soudní procesy;samizdat;dominikáni;náboženství a politika,zprávy,Informace o Chartě 77 [samizdat]
K otázce hereckého stylu v současném českém divadle :,"Königsmark, Václav",jk01061541,1980,"Hořínek, Zdeněk;Zich, Otakar",divadelní věda;herci;divadelní teorie;divadelní soubory;herecký styl,studie,Dialog [samizdat]
"Oldřich Daněk, Bitva na Moravském poli","Šormová, Eva",jk01130759,1980,"Daněk, Oldřich;Engelová, Lída",divadelní inscenace;české drama,referáty,Dialog [samizdat]
"Enn Vetemaa, Svatá Zuzana aneb Škola mistrů","Šormová, Eva",jk01130759,1980,"Vetemaa, Enn;Mihula, Richard",divadelní inscenace;estonské drama,zprávy,Dialog [samizdat]
Sdělení č. 295 :,,,1982,"Vaculík, Ludvík;Šinoglová, Drahomíra",těhotné ženy;samizdatová literatura;výkon trestu;nezákonné jednání;policejní šikana,zprávy,Informace o Chartě 77 [samizdat]
"Lilian Hellmanová, Lištičky","Someš, Jaroslav",xx0036344,1980,"Hellman, Lillian;Remunda, Stanislav",divadelní inscenace;americké drama,referáty,Dialog [samizdat]
"Karel Höger, Z hercova zápisníku","Šormová, Eva",jk01130759,1980,"Höger, Karel",memoárová literatura;herci,recenze,Dialog [samizdat]
Zvolení Evy Kantůrkové členkou PEN Klubu,"Arenander, Britt",,1982,"Kantůrková, Eva;Kantůrek, Jiří",české spisovatelky;političtí vězni;mezinárodní podpora;čestné členství,dopisy,Informace o Chartě 77 [samizdat]
"Tradice, nebo tradicionalismus?","Pömerl, Jan",kup19950000078385,1980,,české divadlo;divadelní historiografie;tradicionalismus;divadelní tradice;oblastní divadla,eseje,Dialog [samizdat]
Otevřený dopis Svazu českých spisovatelů,"Kantůrek, Jiří",jk01052882,1982,"Mitterrand, François;Kantůrková, Eva;Klusák, Milan;Riško, Ján;Zelenka, Jan",české spisovatelky;političtí vězni;literatura a ideologie;samizdatová literatura;mezinárodní podpora,dopisy,Informace o Chartě 77 [samizdat]
Dokument Charty 77 č. 11/82 :,"Marvanová, Anna",ola2012710481,1982,"Husák, Gustáv;Lúčan, Matej;Hrůza, Karel;Jan Pavel;Tomášek, František;Vlček, Josef;Lízna, František",náboženství a politika;samizdatová literatura;svoboda vyznání;politická perzekuce;nezákonné jednání,dopisy,Informace o Chartě 77 [samizdat]
Žádost o přerušení výkonu trestu Drahomíry Šinoglové,"Fialková, Markéta",av20221167388,1982,"Šinoglová, Drahomíra;Husák, Gustáv",těhotné ženy;samizdatová literatura;přerušení trestu;policejní šikana;nezákonné jednání,dopisy,Informace o Chartě 77 [samizdat]
[Aforismy],"Kolínová, Blanka",js20081027001,1984,,,aforismy,Acta incognitorum [samizdat]
Song of Yours :,"Kolínová, Blanka",js20081027001,1984,,,písňové texty;anglická poezie,Acta incognitorum [samizdat]
Poslední zpráva,,,1982,"Šinoglová, Drahomíra;Husák, Gustáv",milost (právo);samizdatová literatura;těhotné ženy,zprávy,Informace o Chartě 77 [samizdat]
Velký pátek ’84,"Štampach, Odilo Ivan",jn19990218116,1984,,,koláže;kaligramy,Acta incognitorum [samizdat]
Ó jak je krásné... aneb hodnocení,"Kučerová, Libuše",,1984,,náboženství;samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze;úvahy,Acta incognitorum [samizdat]
Dopis Miroslava Kusého prezidentu republiky.,"Kusý, Miroslav",jn19990009905,1982,"Husák, Gustáv;Šimečka, Milan;Vaculík, Ludvík",političtí vězni;samizdatová literatura;kultura a ideologie;politologie;absurdita;nezákonné jednání,dopisy,Informace o Chartě 77 [samizdat]
Hodnocení tzv. slušné,"Kučera, Pavel",av20191056690,1984,,samizdatové časopisy;redakční práce;literární tvorba;publicistika;časopisecké články,recenze,Acta incognitorum [samizdat]
Dopis Jana Litomiského snoubence z výkonu trestu v plzeňské věznici.,"Litomiský, Jan",jo2002103569,1982,Magdalena,političtí vězni;kultura a ideologie;náboženství a politika;četba,dopisy,Informace o Chartě 77 [samizdat]
Několik nepovinných hodnotících poznámek k březnovým Actům,"Štampach, Odilo Ivan",jn19990218116,1984,"Brodský, Petr;Pavlovský, Petr",samizdatové časopisy;redakční práce;publicistika;časopisecké články;interpersonální vztahy;učené společnosti;kýč,recenze;úvahy;polemiky,Acta incognitorum [samizdat]
Z dopisů Františka Stárka manželce z vazby v Litoměřicích.,"Stárek, František",xx0108448,1982,"Stárková, Marcela",loutkové divadlo;dětství;vzpomínky;političtí vězni;samizdat,dopisy,Informace o Chartě 77 [samizdat]
Obcházení (a opisování) pojmů,"Pavlovský, Petr",skuk0001560,1984,"Slivka, Martin",divadlo;divadelní masky;loutkářství;odborná literatura,kritiky,Acta incognitorum [samizdat]
Oni :,"Holan, Vladimír",jk01041653,1984,"Holan, Vladimír",,česká poezie,Acta incognitorum [samizdat]
Dokumenty k Societas incognitorum eruditorum LI,,,1984,"Petraš, Josef",učené společnosti;učenci;vzdělanost,populárně-naučné publikace;úryvky,Acta incognitorum [samizdat]
"Nebuďte troškaři, zaveďte ruštinu",,,1984,"Chloupek, Jan;Kříž, Jiří",pravopis;čeština,články,Acta incognitorum [samizdat]
Dokument Charty 77 č. 16/82 :,"Marvanová, Anna",ola2012710481,1982,,lidská práva;fake news,seznamy,Informace o Chartě 77 [samizdat]
Učím se psát básně... :,,,1975,,,česká poezie,Ars boutique [samizdat]
Snoopy,"Schulz, Charles Monroe",jo20010088946,1984,,,komiksy;úryvky,Acta incognitorum [samizdat]
[Básně],D. O.,,1975,,,česká poezie,Ars boutique [samizdat]
[Básně],A.K.-ová,,1975,,,česká poezie,Ars boutique [samizdat]
[Básně],V. K.,,1975,,,česká poezie,Ars boutique [samizdat]
[Básně],M.Z.-ová,,1975,,,česká poezie,Ars boutique [samizdat]
"Peter Bischel, Ernest Hemingway, Johann Wolfgang Goethe, Josef Škvorecký, John Steinbeck, Antoine de Saint Exupéry, John Updike, Jean Paul Sartre, Allen Ginsberg, Günter Grass, Graham Greene, William Eastlake, Franz Kafka, Giorgio Bassani a já","Plotzer, Josef",ola20191060503,1975,,,české povídky,Ars boutique [samizdat]
Paříž ’84,"Pavlovská, Stella",xx0177511,1984,"Štech, V. V.;Mitterrand, François;Rousseau, Jean-Jacques",francouzští spisovatelé;politici;francouzská kultura;historici umění;tisk,reportáže,Acta incognitorum [samizdat]
Jindříšek,"Malinovský, Břetislav",,1984,,,české povídky,Acta incognitorum [samizdat]
Tvůj stín :,"Malinovský, Břetislav",,1984,"Jengibarov, Leonid Georgijevič",ruští básníci;herci,česká poezie,Acta incognitorum [samizdat]
Jen chviličku :,"Kolínová, Blanka",js20081027001,1984,,,česká poezie,Acta incognitorum [samizdat]
Ten song váš :,"Kolínová, Blanka",js20081027001,1984,,,písňové texty;anglická poezie,Acta incognitorum [samizdat]
Neumění o umění,"Šiler, Vladimír",ola200208733,1975,,umění;estetika;dějiny umění;morálka;umělecká tvorba,eseje,Ars boutique [samizdat]
Bez komentáře,D.K.-ová,,1975,,,česká poezie,Ars boutique [samizdat]
Romance o nepoznaném Mesiáši,"P.-ová, I.",,1975,,,české povídky,Ars boutique [samizdat]
O volném verši,"Kočvara, Karel",,1975,,česká poezie;volný verš;poetika;rytmus verše,studie,Ars boutique [samizdat]
Henri Matisse,"Matisse, Henri",jn20000603932,1975,,výtvarné umění;kresba;výtvarní umělci,poznámky;úryvky,Ars boutique [samizdat]
O dojmech,A.D.,,1975,,,česká poezie,Ars boutique [samizdat]
Sdělení VONS č. 296 :,,,1982,"Šiklová, Jiřina;Kantůrková, Eva;Kyncl, Karel;Ruml, Jiří;Ruml, Jan",samizdat;političtí vězni;propuštění z vazby;mezinárodní pomoc;kultura a ideologie,zprávy,Informace o Chartě 77 [samizdat]
Sdělení č. 297 :,,,1982,,alternativní kultura;rockoví hudebníci;politická perzekuce;policejní šikana,zprávy,Informace o Chartě 77 [samizdat]
Sdělení č. 299 :,,,1982,"Lízna, František;Kordík, Josef",jezuité;odvolání v trestním řízení;samizdatová literatura;zadržení;potvrzení trestu;nezákonné jednání,zprávy,Informace o Chartě 77 [samizdat]
